,freight_value,order_purchase_timestamp,order_delivered_customer_date,product_category_name
93,12.92,2018-07-26 11:25:18,2018-08-02 18:56:52,beleza_saude
94,45.12,2018-02-18 16:22:23,2018-03-03 00:38:50,informatica_acessorios
95,8.86,2017-12-09 19:22:59,2017-12-14 23:33:23,esporte_lazer
96,41.53,2017-11-27 10:29:23,2017-12-19 19:33:32,moveis_decoracao
97,22.56,2018-07-20 11:09:30,2018-07-30 19:25:47,informatica_acessorios
98,22.56,2018-07-20 11:09:30,2018-07-30 19:25:47,informatica_acessorios
99,22.56,2018-07-20 11:09:30,2018-07-30 19:25:47,informatica_acessorios
100,29.08,2018-04-08 21:55:50,2018-04-24 12:57:05,moveis_decoracao
101,0.0,2018-05-09 00:10:08,2018-05-17 01:04:12,moveis_decoracao
102,12.27,2017-05-12 23:38:09,2017-05-22 16:47:58,cama_mesa_banho
103,14.51,2017-11-23 14:51:32,2017-12-04 19:24:58,esporte_lazer
104,7.53,2018-06-12 06:19:27,2018-06-19 22:12:23,esporte_lazer
105,7.46,2018-08-10 12:09:15,2018-08-14 18:28:25,beleza_saude
106,23.57,2018-02-18 14:19:55,2018-03-02 15:03:16,moveis_decoracao
107,11.85,2017-06-20 15:00:00,2017-07-03 14:59:32,esporte_lazer
108,26.26,2018-01-01 18:03:43,2018-01-19 12:08:06,beleza_saude
109,16.11,2018-01-22 16:17:31,2018-01-30 21:08:52,cama_mesa_banho
110,14.59,2018-08-17 12:56:21,2018-08-23 13:22:44,informatica_acessorios
111,15.1,2018-02-24 13:05:44,2018-03-08 21:26:35,beleza_saude
112,16.6,2018-01-22 11:18:35,2018-02-16 18:23:19,cama_mesa_banho
113,7.88,2017-08-08 21:04:16,2017-08-14 15:13:10,beleza_saude
114,15.69,2017-04-23 23:28:23,2017-05-02 13:47:08,beleza_saude
115,15.8,2017-07-22 20:51:26,2017-07-27 18:34:12,informatica_acessorios
116,52.69,2017-07-22 20:51:26,2017-07-27 18:34:12,informatica_acessorios
117,15.8,2017-07-22 20:51:26,2017-07-27 18:34:12,informatica_acessorios
118,15.8,2017-07-22 20:51:26,2017-07-27 18:34:12,informatica_acessorios
119,13.81,2018-04-18 10:00:14,2018-04-30 21:16:48,informatica_acessorios
120,12.48,2017-12-01 10:47:44,2017-12-05 13:20:43,esporte_lazer
121,20.18,2018-03-08 15:59:34,2018-03-14 21:08:39,esporte_lazer
122,20.39,2017-09-26 12:58:43,2017-11-01 14:57:38,beleza_saude
123,16.61,2017-09-11 19:35:48,2017-10-04 18:14:24,moveis_decoracao
124,16.61,2017-09-11 19:35:48,2017-10-04 18:14:24,moveis_decoracao
125,16.79,2017-10-23 14:59:46,2017-10-31 18:47:06,beleza_saude
126,15.1,2018-01-13 13:52:54,2018-02-08 21:12:51,moveis_decoracao
127,7.39,2018-06-08 19:18:56,2018-06-12 14:57:44,beleza_saude
128,14.65,2018-05-31 23:51:24,2018-06-13 15:34:39,cama_mesa_banho
129,25.13,2018-05-04 19:19:10,2018-05-16 22:56:45,cama_mesa_banho
130,18.0,2017-08-09 18:27:49,2017-08-17 20:09:41,esporte_lazer
131,11.74,2017-02-24 13:13:49,2017-03-06 12:45:47,moveis_decoracao
132,40.37,2018-01-30 16:20:19,2018-02-07 12:22:05,informatica_acessorios
133,14.1,2018-02-06 10:46:53,2018-02-16 14:34:27,moveis_decoracao
134,14.59,2017-02-09 13:21:46,2017-02-16 10:34:15,informatica_acessorios
135,15.11,2017-06-10 07:56:30,2017-06-22 15:27:09,moveis_decoracao
136,18.69,2018-06-18 11:12:41,2018-06-27 14:42:23,beleza_saude
137,19.0,2018-03-15 11:11:52,2018-06-19 18:42:26,beleza_saude
138,22.34,2018-08-07 16:33:59,2018-08-21 19:04:31,esporte_lazer
139,20.18,2018-03-24 16:14:47,2018-04-02 15:28:35,cama_mesa_banho
140,20.18,2018-03-24 16:14:47,2018-04-02 15:28:35,cama_mesa_banho
141,15.33,2018-03-06 11:33:17,2018-03-14 20:10:54,esporte_lazer
142,9.26,2018-03-12 11:56:58,2018-03-17 00:52:32,beleza_saude
143,13.77,2018-05-09 10:52:37,2018-05-16 12:08:33,moveis_decoracao
144,97.56,2018-03-06 23:02:01,2018-03-28 15:49:01,moveis_decoracao
145,20.8,2017-05-01 14:11:11,2017-05-23 05:55:05,informatica_acessorios
146,20.8,2017-05-01 14:11:11,2017-05-23 05:55:05,informatica_acessorios
147,29.3,2017-10-03 11:54:16,2017-10-24 23:03:41,beleza_saude
148,14.82,2018-03-11 19:46:58,2018-05-08 15:44:31,esporte_lazer
149,15.3,2018-03-04 23:02:58,2018-03-27 01:58:53,informatica_acessorios
150,24.56,2018-03-22 18:48:36,2018-04-05 14:06:32,beleza_saude
151,23.17,2018-04-30 09:14:50,2018-05-07 13:33:56,moveis_decoracao
152,21.85,2017-04-13 02:11:17,2017-05-04 18:12:45,beleza_saude
153,16.11,2017-11-25 01:49:52,2017-12-18 15:33:12,moveis_decoracao
154,14.96,2017-12-24 14:17:08,2018-01-03 16:50:27,informatica_acessorios
155,22.97,2018-06-04 17:40:52,2018-06-13 18:41:10,beleza_saude
156,14.8,2018-08-16 15:21:03,2018-08-22 13:27:39,cama_mesa_banho
157,21.43,2017-06-29 21:47:27,2017-07-17 19:57:42,cama_mesa_banho
158,15.11,2017-11-25 16:17:29,2017-12-18 18:09:50,cama_mesa_banho
159,32.07,2017-07-29 17:43:24,2017-08-10 09:44:00,moveis_decoracao
160,19.44,2018-08-06 17:17:40,2018-08-13 16:18:48,moveis_decoracao
161,19.44,2018-08-06 17:17:40,2018-08-13 16:18:48,moveis_decoracao
162,19.44,2018-08-06 17:17:40,2018-08-13 16:18:48,moveis_decoracao
163,35.67,2018-01-11 10:30:03,2018-01-23 20:34:47,esporte_lazer
164,19.72,2018-04-22 15:59:19,2018-05-04 00:47:31,beleza_saude
165,9.71,2018-05-12 09:34:32,2018-05-25 16:54:36,informatica_acessorios
166,16.11,2017-11-14 12:48:34,2017-12-06 00:51:28,informatica_acessorios
167,26.1,2017-09-26 14:49:01,2017-10-09 15:15:38,cama_mesa_banho
168,26.1,2017-09-26 14:49:01,2017-10-09 15:15:38,cama_mesa_banho
169,18.14,2017-10-14 21:34:35,2017-10-24 14:03:20,cama_mesa_banho
170,8.72,2017-11-26 14:52:03,2017-12-05 22:13:43,cama_mesa_banho
171,15.85,2018-06-27 22:24:29,2018-07-05 19:03:19,moveis_decoracao
172,35.37,2018-08-16 00:03:16,2018-08-22 22:38:43,cama_mesa_banho
173,26.71,2018-03-30 10:53:54,2018-04-17 17:29:32,esporte_lazer
174,20.12,2017-06-04 21:48:02,2017-06-07 07:17:37,esporte_lazer
175,18.65,2018-06-07 16:46:09,2018-06-15 20:38:39,informatica_acessorios
176,19.34,2018-03-14 09:20:38,2018-04-03 00:07:46,cama_mesa_banho
177,19.34,2018-03-14 09:20:38,2018-04-03 00:07:46,cama_mesa_banho
178,78.63,2017-06-23 13:03:34,2017-07-05 14:07:37,beleza_saude
179,63.11,2018-07-09 20:46:49,2018-07-31 18:26:36,beleza_saude
180,15.44,2018-06-25 13:18:44,2018-06-29 22:14:28,esporte_lazer
181,15.44,2018-06-25 13:18:44,2018-06-29 22:14:28,esporte_lazer
182,24.7,2018-02-03 00:01:19,2018-02-14 15:10:03,beleza_saude
183,24.7,2018-02-03 00:01:19,2018-02-14 15:10:03,beleza_saude
184,10.13,2017-08-31 16:17:50,2017-09-04 19:57:35,beleza_saude
185,11.98,2017-04-20 12:32:37,2017-05-15 11:51:50,informatica_acessorios
186,16.47,2017-06-30 19:13:15,2017-07-07 17:12:36,cama_mesa_banho
187,14.7,2018-08-09 18:32:00,2018-08-15 12:46:48,cama_mesa_banho
188,16.06,2018-01-22 11:52:53,2018-01-31 16:34:50,informatica_acessorios
189,21.2,2018-04-25 18:15:05,2018-04-30 15:48:24,cama_mesa_banho
190,19.32,2018-03-09 19:44:33,2018-03-21 21:38:35,moveis_decoracao
191,19.32,2018-03-09 19:44:33,2018-03-21 21:38:35,moveis_decoracao
192,8.29,2018-04-08 17:34:16,2018-04-11 20:53:28,informatica_acessorios
193,16.53,2017-08-01 19:00:07,2017-08-09 21:04:42,cama_mesa_banho
194,16.11,2017-10-22 23:06:06,2017-11-01 17:28:49,informatica_acessorios
195,17.18,2017-08-15 11:02:55,2017-08-29 23:47:27,moveis_decoracao
196,17.06,2017-05-13 14:03:25,2017-05-22 14:45:54,informatica_acessorios
197,18.83,2018-08-22 15:38:10,2018-08-30 19:59:26,esporte_lazer
198,12.65,2017-09-07 18:21:44,2017-09-19 18:44:20,moveis_decoracao
199,12.71,2017-09-07 18:21:44,2017-09-19 18:44:20,moveis_decoracao
200,12.71,2017-09-07 18:21:44,2017-09-19 18:44:20,moveis_decoracao
201,11.15,2018-05-03 21:10:55,2018-05-09 13:16:28,moveis_decoracao
202,12.9,2017-10-06 09:42:12,2017-10-09 20:43:53,cama_mesa_banho
203,14.7,2018-02-14 12:48:24,2018-03-03 12:09:00,esporte_lazer
204,17.88,2017-11-08 17:08:56,2017-11-17 18:58:42,cama_mesa_banho
205,17.88,2017-11-08 17:08:56,2017-11-17 18:58:42,cama_mesa_banho
206,21.35,2017-09-27 01:15:38,2017-10-09 18:33:37,moveis_decoracao
207,8.36,2018-07-05 14:49:56,2018-07-06 21:09:08,beleza_saude
208,8.88,2018-06-06 08:51:20,2018-06-07 17:28:54,informatica_acessorios
209,25.73,2017-06-19 20:08:40,2017-06-27 16:42:09,esporte_lazer
210,17.98,2017-10-22 19:23:17,2017-10-30 19:35:52,beleza_saude
211,23.35,2018-08-11 23:17:37,2018-08-17 14:38:36,cama_mesa_banho
212,23.35,2018-08-11 23:17:37,2018-08-17 14:38:36,cama_mesa_banho
213,19.21,2018-07-25 11:31:15,2018-08-15 17:55:38,beleza_saude
214,8.72,2017-02-06 19:12:50,2017-02-14 09:07:36,beleza_saude
215,15.1,2018-01-17 00:23:17,2018-03-12 17:06:53,cama_mesa_banho
216,14.73,2018-08-09 21:16:21,2018-08-20 12:19:03,cama_mesa_banho
217,46.67,2017-07-13 14:39:29,2017-07-31 18:25:47,informatica_acessorios
218,46.67,2017-07-13 14:39:29,2017-07-31 18:25:47,informatica_acessorios
219,25.39,2017-07-26 17:38:47,2017-07-31 15:53:33,esporte_lazer
220,23.69,2018-06-12 13:46:53,2018-06-21 23:38:52,cama_mesa_banho
221,18.24,2018-06-24 22:49:54,2018-06-27 12:51:00,informatica_acessorios
222,12.69,2017-11-01 18:14:32,2017-11-09 20:18:46,informatica_acessorios
223,12.69,2017-11-01 18:14:32,2017-11-09 20:18:46,informatica_acessorios
224,14.31,2018-01-26 10:54:11,2018-02-16 18:48:40,cama_mesa_banho
225,18.34,2017-04-09 20:17:53,2017-04-17 09:59:47,informatica_acessorios
226,7.78,2017-12-26 13:38:48,2017-12-28 12:42:36,beleza_saude
227,9.26,2018-05-24 12:31:24,2018-05-28 12:17:39,cama_mesa_banho
228,25.54,2017-09-12 13:29:37,2017-09-20 17:14:11,moveis_decoracao
229,24.9,2017-02-23 12:10:14,2017-03-16 10:24:02,moveis_decoracao
230,15.1,2017-08-05 00:17:35,2017-08-22 19:04:14,informatica_acessorios
231,9.76,2018-06-21 13:30:54,2018-06-23 13:46:34,moveis_decoracao
232,15.14,2017-06-14 09:16:44,2017-06-16 10:11:50,cama_mesa_banho
233,7.78,2017-06-06 12:35:13,2017-06-08 10:04:41,beleza_saude
234,7.87,2018-05-03 10:12:15,2018-05-10 00:36:54,esporte_lazer
235,23.55,2018-03-15 11:46:10,2018-04-10 10:39:34,cama_mesa_banho
236,34.15,2017-10-04 20:26:53,2017-12-01 18:49:05,informatica_acessorios
237,17.19,2017-01-14 16:35:59,2017-01-26 15:43:39,moveis_decoracao
238,18.52,2018-05-30 18:09:10,2018-06-11 21:28:42,esporte_lazer
239,20.02,2018-01-02 11:12:14,2018-01-10 18:53:23,moveis_decoracao
240,18.23,2018-07-18 07:17:35,2018-07-27 17:02:28,informatica_acessorios
241,17.85,2017-08-28 10:15:59,2017-09-04 20:39:08,cama_mesa_banho
242,19.42,2018-04-27 19:50:37,2018-05-12 12:37:43,moveis_decoracao
243,16.79,2017-07-07 00:29:18,2017-07-15 13:23:44,informatica_acessorios
244,7.78,2017-12-25 10:40:52,2017-12-29 21:22:35,esporte_lazer
245,16.11,2017-08-15 20:57:47,2017-08-24 18:24:05,informatica_acessorios
246,16.11,2017-08-15 20:57:47,2017-08-24 18:24:05,informatica_acessorios
247,15.17,2017-12-14 16:45:18,2017-12-29 15:53:03,cama_mesa_banho
248,9.34,2017-12-16 12:04:31,2017-12-29 22:44:56,informatica_acessorios
249,7.39,2018-03-25 13:48:39,2018-03-28 20:14:38,beleza_saude
250,7.39,2018-03-25 13:48:39,2018-03-28 20:14:38,beleza_saude
251,15.28,2018-06-14 23:39:06,2018-06-25 19:51:39,informatica_acessorios
252,17.4,2018-03-06 22:33:02,2018-03-23 19:48:24,moveis_decoracao
253,16.39,2017-11-18 20:23:35,2017-12-01 22:26:43,beleza_saude
254,9.09,2017-11-12 20:17:40,2017-11-22 17:33:05,cama_mesa_banho
255,9.09,2017-11-12 20:17:40,2017-11-22 17:33:05,cama_mesa_banho
256,18.41,2018-08-01 15:05:14,2018-08-09 20:03:13,esporte_lazer
257,23.25,2018-07-11 10:46:20,2018-07-25 11:41:06,cama_mesa_banho
258,15.1,2017-11-25 00:40:11,2017-12-12 20:09:11,moveis_decoracao
259,8.27,2017-10-19 15:08:48,2017-10-24 15:57:46,beleza_saude
260,8.27,2017-10-19 15:08:48,2017-10-24 15:57:46,beleza_saude
261,9.09,2018-08-15 21:27:41,2018-08-24 21:44:36,esporte_lazer
262,29.07,2018-08-15 21:27:41,2018-08-24 21:44:36,esporte_lazer
263,18.28,2018-04-03 18:28:35,2018-04-25 17:42:07,beleza_saude
264,17.1,2018-01-13 15:59:39,2018-01-26 13:22:19,informatica_acessorios
265,12.97,2018-06-12 23:05:15,2018-06-19 22:21:21,informatica_acessorios
266,14.49,2018-05-22 15:15:50,2018-06-04 19:05:32,informatica_acessorios
267,35.67,2017-09-01 22:51:17,2017-09-26 21:14:19,moveis_decoracao
268,12.76,2017-11-16 15:55:19,2017-11-23 23:38:51,cama_mesa_banho
269,58.91,2017-12-21 20:55:24,2017-12-28 16:37:08,moveis_decoracao
270,29.34,2018-01-02 22:04:57,2018-01-22 22:05:30,informatica_acessorios
271,15.13,2018-05-08 06:34:07,2018-05-18 18:49:30,esporte_lazer
272,7.39,2018-03-22 17:07:11,2018-03-28 19:31:51,beleza_saude
273,8.0,2018-03-26 19:33:09,2018-04-03 19:38:37,informatica_acessorios
274,13.72,2017-07-25 20:10:18,2017-08-04 17:42:22,esporte_lazer
275,19.32,2018-05-08 11:08:03,2018-05-18 20:30:44,moveis_decoracao
276,19.32,2018-05-08 11:08:03,2018-05-18 20:30:44,moveis_decoracao
277,27.51,2018-06-11 21:55:43,2018-07-04 14:41:50,cama_mesa_banho
278,15.11,2017-05-21 14:17:05,2017-06-06 09:52:02,informatica_acessorios
279,8.88,2018-04-01 07:31:49,2018-04-05 18:58:39,moveis_decoracao
280,9.36,2017-11-26 20:51:06,2017-12-11 18:13:19,moveis_decoracao
281,9.36,2017-11-26 20:51:06,2017-12-11 18:13:19,moveis_decoracao
282,8.27,2017-09-14 18:37:16,2017-09-18 14:09:25,informatica_acessorios
283,18.7,2018-07-19 07:43:33,2018-07-27 16:51:56,beleza_saude
284,16.17,2017-05-29 15:48:13,2017-06-07 14:07:04,cama_mesa_banho
285,21.19,2018-01-16 19:25:09,2018-02-01 15:11:48,esporte_lazer
286,24.86,2018-03-12 15:22:12,2018-05-05 12:38:38,esporte_lazer
287,22.98,2018-08-04 13:58:22,2018-08-16 18:38:36,esporte_lazer
288,12.79,2018-03-12 21:47:09,2018-04-06 17:54:31,moveis_decoracao
289,12.69,2018-01-05 17:14:30,2018-01-19 00:48:52,informatica_acessorios
290,25.61,2018-01-31 11:22:27,2018-02-16 17:02:39,cama_mesa_banho
291,14.52,2017-01-17 19:55:40,2017-01-25 13:52:35,esporte_lazer
292,9.41,2017-02-26 22:28:40,2017-03-06 14:22:17,moveis_decoracao
293,9.41,2017-02-26 22:28:40,2017-03-06 14:22:17,moveis_decoracao
294,18.36,2017-06-06 12:54:19,2017-06-19 14:38:10,esporte_lazer
295,12.69,2017-05-28 15:00:23,2017-06-13 13:04:18,cama_mesa_banho
296,15.1,2018-02-22 14:30:12,2018-04-04 22:16:24,cama_mesa_banho
297,15.1,2018-02-22 14:30:12,2018-04-04 22:16:24,cama_mesa_banho
298,25.66,2018-08-16 15:59:08,2018-08-27 20:42:18,beleza_saude
299,12.13,2017-05-17 10:26:53,2017-05-23 13:03:32,cama_mesa_banho
300,12.13,2017-05-17 10:26:53,2017-05-23 13:03:32,cama_mesa_banho
301,16.79,2017-07-25 20:38:52,2017-08-11 20:18:02,cama_mesa_banho
302,12.99,2017-03-05 19:25:45,2017-03-14 09:54:24,beleza_saude
303,35.74,2017-11-28 22:08:43,2017-12-14 19:04:51,esporte_lazer
304,17.44,2017-11-26 20:19:15,2017-11-30 23:29:01,informatica_acessorios
305,17.8,2018-02-26 11:19:59,2018-03-14 14:02:50,cama_mesa_banho
306,16.86,2017-08-09 12:34:24,2017-08-24 20:53:46,esporte_lazer
307,22.06,2018-03-26 18:47:24,2018-04-11 00:46:43,informatica_acessorios
308,8.64,2018-06-06 21:06:18,2018-06-11 19:12:53,cama_mesa_banho
309,15.26,2017-09-16 10:26:47,2017-09-26 16:56:06,beleza_saude
310,12.72,2018-02-06 09:47:52,2018-02-14 20:49:07,cama_mesa_banho
311,14.62,2018-04-12 11:38:28,2018-04-20 01:24:43,cama_mesa_banho
312,27.84,2018-08-15 23:28:39,2018-08-21 10:52:46,cama_mesa_banho
313,13.54,2018-06-27 21:20:18,2018-07-11 16:51:41,beleza_saude
314,43.98,2017-05-13 01:16:42,2017-05-26 15:16:47,moveis_decoracao
315,16.23,2017-05-03 19:35:37,2017-05-16 13:11:49,informatica_acessorios
316,17.77,2017-08-09 16:21:06,2017-08-16 22:34:11,cama_mesa_banho
317,14.88,2018-06-28 17:37:37,2018-07-05 15:41:57,beleza_saude
318,16.11,2017-11-08 09:54:42,2017-12-05 00:26:03,cama_mesa_banho
319,23.63,2018-04-10 20:59:36,2018-04-18 00:21:08,esporte_lazer
320,9.07,2018-08-21 21:53:58,2018-08-23 20:04:06,moveis_decoracao
321,12.99,2017-08-24 11:20:58,2017-08-29 16:56:16,informatica_acessorios
322,12.99,2017-08-24 11:20:58,2017-08-29 16:56:16,informatica_acessorios
323,17.6,2017-05-29 20:01:57,2017-06-07 16:37:41,moveis_decoracao
324,17.6,2017-05-29 20:01:57,2017-06-07 16:37:41,moveis_decoracao
325,16.63,2017-07-26 07:51:14,2017-07-31 16:26:49,informatica_acessorios
326,12.04,2018-02-09 23:35:00,2018-02-16 11:38:58,moveis_decoracao
327,16.05,2017-11-24 21:35:46,2017-12-11 20:45:03,beleza_saude
328,12.69,2017-10-30 10:41:13,2017-11-03 14:23:00,beleza_saude
329,11.85,2017-08-01 18:44:07,2017-08-08 20:33:42,moveis_decoracao
330,11.85,2017-08-01 18:44:07,2017-08-08 20:33:42,moveis_decoracao
331,25.78,2018-04-18 22:19:28,2018-05-10 21:12:12,cama_mesa_banho
332,15.1,2017-10-31 11:10:46,2017-11-09 20:09:45,esporte_lazer
333,16.46,2018-01-20 21:14:48,2018-02-05 21:37:03,esporte_lazer
334,20.59,2018-07-09 18:58:25,2018-07-14 17:07:21,beleza_saude
335,7.82,2018-07-09 21:18:01,2018-07-11 23:24:16,esporte_lazer
336,14.7,2018-04-30 16:19:48,2018-07-04 18:47:45,beleza_saude
337,17.74,2017-12-27 17:27:05,2018-01-05 00:33:04,cama_mesa_banho
338,15.1,2018-01-31 23:12:05,2018-02-27 11:14:03,esporte_lazer
339,11.73,2017-12-11 01:09:44,2017-12-19 17:59:52,cama_mesa_banho
340,23.91,2018-05-08 10:50:38,2018-05-16 22:37:44,esporte_lazer
341,16.11,2018-01-15 09:31:14,2018-01-26 18:04:22,cama_mesa_banho
